Name;AMER.EXPRESS;AOL TIME WARNER;AT & T;BLACK & DECKER;COLGATE - PALM.;FORD MOTOR;MCDONALDS;PFIZER;TEXAS INSTS.;WAL MART STORES
Week200;-0.016150384;-0.043312102;-0.028042328;-0.038052155;0.030685921;-0.038587312;-0.01230884;-0.021458181;-0.003629764;-0.004210526
Week201;-0.011033369;-0.067243675;0.00653239;0.061964039;-0.021015762;-0.017006803;-0.000377644;0.034139048;0;0.051268499
Week202;-0.024489796;-0.061027837;-0.042725798;0.072154207;0.02236136;0.058823529;0.026822818;0.004096386;0.136976321;0.00519524
Week203;-0.078103208;-0.032687191;-0.101694915;-0.035714286;-0.047594051;-0.050326797;-0.004415011;-0.038636909;-0.053508491;-0.026508836
Week204;0.046293495;0.074656189;-0.01572327;0.029226505;0.011207055;0.011699931;-0.007390983;0.018472292;0.100541638;0.035965063
Week205;-0.033545402;-0.15904936;-0.083067093;0.078580171;0.01744186;-0.002040816;-0.012658228;-0.004901961;-0.112273147;-0.015539759
Week206;0.090664273;0.07826087;0.082926829;0.100771675;-0.000357143;0.014314928;-0.015837104;0.008866995;0.016978517;0.041309824
Week207;0.083950617;0.04233871;0.021879022;-0.034639175;-0.025723473;0.136424731;0.062835249;-0.023925781;0.183986371;-0.004999194
Week208;0.027841053;-0.004255319;-0.020780856;0.02712516;0.000183352;0;0.014780101;-0.000750375;-0.05352518;0.00923825
Week209;0.010096035;-0.042346542;0.01607717;-0.046995217;0.037946838;-0.012418687;0.019538188;0.005006258;0.03861356;-0.001124137
Week210;-0.001462701;-0.040567951;-0.006329114;0.015492036;0.00936065;-0.01257485;-0.033101045;-0.010211706;-0.031030445;-0.014469453
Week211;-0.019775391;-0.044820296;-0.038216561;-0.012677267;0.004024497;-0.081867799;0.001441441;-0.018621037;0.006646526;-0.032952692
Week212;0.000498132;-0.132359451;-0.121192053;0.018063112;0.00052283;-0.015852048;-0.002878733;-0.002564103;-0.071128451;0.015013495
Week213;0.055265123;0.082142857;0.095704597;-0.002778965;-0.060268246;0.065100671;0.03284013;-0.01748072;0.086268174;-0.033571547
Week214;0.005189903;-0.081093824;-0.07221458;0.037513398;0.031325301;0.028355388;-0.010132774;-0.017006803;-0.063057704;-0.01977644
Week215;-0.009152781;-0.043099025;0.013343217;0.033057851;-0.015276779;-0.013480392;0.006000706;-0.005323396;-0.054285714;-0.006140351
Week216;0.000236855;-0.045576408;0.005852231;-0.009;0.002007666;-0.009937888;0.027368421;-0.023280706;0;-0.029302736
Week217;0.053753256;0.061797753;-0.062545455;-0.002623613;0.014025501;0.040150565;0.023565574;-0.018630137;0.077878483;0.061102019
Week218;-0.035730337;0.007407407;0.01939488;-0.006070417;-0.031075983;0.090470446;0.014347681;0.010608599;-0.04640299;-0.03496144
Week219;-0.01538103;-0.028361345;-0.089041096;-0.036237785;-0.0378198;-0.02710177;-0.020723684;-0.042265193;-0.059438276;-0.041200497
Week220;-0.044733728;-0.108108108;-0.018379282;-0.007182087;0.062620424;-0.047754406;0.007725899;-0.021920969;-0.038541667;0.002037414
Week221;-0.110009911;-0.01030303;-0.116595745;-0.008297872;-0.042611061;-0.016119403;-0.006333333;0.042170451;-0.077284218;0.044362292
Week222;0.041481069;-0.020208206;-0.089595376;0.029178288;-0.022727273;-0.045509709;-0.009728279;0.020939445;-0.042270059;0
Week223;-0.008821171;-0.148125;0.047619048;-0.005628518;-0.000968992;0.002542912;-0.028794038;0.018569845;0.008173273;0.021238938
Week224;-0.024002157;0.031548056;-0.028282828;-0.022222222;-0.027158099;-0.029803424;-0.043250785;-0.115646259;-0.062018646;-0.04610052
Week225;-0.032053053;-0.025604552;0.056133056;-0.024442539;0.007377866;-0.138562092;-0.001458257;0.003076923;0.001296456;-0.015625
Week226;-0.04282044;-0.091240876;0.011811024;-0.140879121;-0.085906572;-0.028072838;-0.083242059;-0.141717791;0.087613293;-0.124953858
Week227;-0.097524605;-0.225702811;-0.145914397;0.107444359;0.095495886;-0.019516003;-0.129828753;0.003216583;-0.121428571;-0.008647965
Week228;0.135492399;0.142116183;0.101366743;0.046431046;0.036173157;0.039012739;0.11395881;0.122194514;-0.046522132;0.008510638
Week229;0.02008149;0.016348774;0.01344364;-0.007726269;0.032621137;-0.086590038;-0.075595727;0.052698413;-0.029369967;0.037763713
Week230;0.068473609;0.059874888;0.076530612;0.023804227;0.012377609;-0.026006711;0.073777778;0.012967431;-0.009272816;0.11221793
Week231;0.01975968;0.186340641;0.173459716;0.029335072;-0.00310219;0.048234281;0.009933775;0.039595118;0.132019704;-0.008407969
Week232;-0.056559309;-0.071783937;-0.001615509;-0.057842516;-0.017938861;-0.044371405;-0.024180328;-0.060423826;-0.131853786;-0.019354839
Week233;-0.053288926;-0.072741194;-0.046116505;-0.017252969;0.046411929;-0.080825451;-0.077278454;-0.026821091;-0.066666667;-0.042481203
Week234;-0.007915567;0.032204789;0.055131467;0.009119927;-0.022087638;0.018709074;-0.075557579;-0.062010648;0.031686359;0.042795446
Week235;-0.067671395;-0.0184;-0.01607717;-0.080207863;-0.027140255;-0.093663912;-0.1211226;-0.030050083;-0.113482561;0.010918675
Week236;0.042472266;-0.029339853;0.029411765;0.079341685;0.039505711;0.024316109;0.033613445;0.04130809;-0.031708749;0.00018622
Week237;-0.089084828;0.048698573;-0.095238095;-0.02890305;-0.024135447;-0.09396637;-0.035772358;-0.020165289;-0.075803517;-0.048594303
Week238;-0.022029372;-0.083266613;-0.007017544;-0.069603937;0.021594684;-0.170305677;-0.03485104;0.011470985;-0.06824147;0.010567515
Week239;0.163822526;0.082969432;0.10335689;0.112846348;0.006323397;0.117105263;0.038439138;0.09239493;0.21056338;0.071456235
Week240;-0.04516129;0.173387097;0.049639712;0.052286102;-0.005385996;0.043580683;0.04935502;-0.066564885;-0.151250727;0.020603651
Week241;0.117014742;0.013745704;-0.005339436;0.005807701;-0.007581227;-0.045146727;-0.032068413;0.039254171;0.087045922;-0.051708872
Week242;-0.023920814;0.041355932;0.046779141;-0.013045338;-0.020734813;0.040189125;0.066261734;0.056971986;-0.056746532;0.008403361
Week243;-0.008450704;-0.009114583;-0.013186813;-0.013651138;-0.023031204;-0.031818182;-0.11185914;-0.029184038;0.009358289;0.018148148
