Date;MSFT
8/30/1999;92.25
8/31/1999;92.56
9/1/1999;92.38
9/2/1999;91.81
9/3/1999;95.88
9/6/1999;95.88
9/7/1999;94.25
9/8/1999;92.25
9/9/1999;94.06
9/10/1999;95
9/13/1999;93.88
9/14/1999;95.06
9/15/1999;92.63
9/16/1999;94
9/17/1999;96.44
9/20/1999;97.56
9/21/1999;94.63
9/22/1999;96.06
9/23/1999;91.19
9/24/1999;90.94
9/27/1999;91.44
9/28/1999;92.13
9/29/1999;89.5
9/30/1999;90.56
10/1/1999;89.98
10/4/1999;92.56
10/5/1999;91.81
10/6/1999;93.69
10/7/1999;93.75
10/8/1999;94.94
10/11/1999;94.31
10/12/1999;92.56
10/13/1999;91.06
10/14/1999;90.69
10/15/1999;88.06
10/18/1999;87.88
10/19/1999;86.31
10/20/1999;92.25
10/21/1999;93.06
10/22/1999;92.69
10/25/1999;92.44
10/26/1999;92.38
10/27/1999;90.88
10/28/1999;89.88
10/29/1999;92.56
11/1/1999;92.38
11/2/1999;92.56
11/3/1999;92
11/4/1999;91.75
11/5/1999;91.56
11/8/1999;89.94
11/9/1999;88.88
11/10/1999;87.13
11/11/1999;89.63
11/12/1999;89.19
11/15/1999;87
11/16/1999;87.31
11/17/1999;85
11/18/1999;84.94
11/19/1999;86
11/22/1999;89.81
11/23/1999;89.63
11/24/1999;91.69
11/25/1999;91.69
11/26/1999;91.13
11/29/1999;90.19
11/30/1999;91.05
12/1/1999;93.19
12/2/1999;94.81
12/3/1999;96.13
12/6/1999;95.44
12/7/1999;93
12/8/1999;91.75
12/9/1999;92.75
12/10/1999;93.88
12/13/1999;96.63
12/14/1999;98.69
12/15/1999;108.44
12/16/1999;113.69
12/17/1999;115.25
12/20/1999;112.75
12/21/1999;115.88
12/22/1999;117.56
12/23/1999;117.44
12/24/1999;117.44
12/27/1999;119.13
12/28/1999;117.5
12/29/1999;117.94
12/30/1999;117.63
12/31/1999;116.75
1/3/2000;116.56
1/4/2000;112.63
1/5/2000;113.81
1/6/2000;110
1/7/2000;111.44
1/10/2000;112.25
1/11/2000;109.38
1/12/2000;105.81
1/13/2000;107.81
1/14/2000;112.25
1/17/2000;112.25
1/18/2000;115.31
1/19/2000;107
1/20/2000;106
1/21/2000;103.75
1/24/2000;101.25
1/25/2000;102.81
1/26/2000;99.38
1/27/2000;98.75
1/28/2000;98.25
1/31/2000;97.88
2/1/2000;102.94
2/2/2000;100.81
2/3/2000;103.63
2/4/2000;106.56
2/7/2000;106.63
2/8/2000;109.94
2/9/2000;104
2/10/2000;106
2/11/2000;99.94
2/14/2000;99.63
2/15/2000;98.56
2/16/2000;97.63
2/17/2000;99.63
2/18/2000;95.06
2/21/2000;95.06
2/22/2000;93.81
2/23/2000;94.25
2/24/2000;94.75
2/25/2000;91.31
2/28/2000;91.56
2/29/2000;89.38
3/1/2000;90.81
3/2/2000;93.38
3/3/2000;96.13
3/6/2000;90.63
3/7/2000;92.88
3/8/2000;95.56
3/9/2000;100
3/10/2000;101
3/13/2000;98
3/14/2000;95.13
3/15/2000;95.38
3/16/2000;95.38
3/17/2000;99.38
3/20/2000;97.38
3/21/2000;102.75
3/22/2000;103.25
3/23/2000;111.88
3/24/2000;111.69
3/27/2000;104.06
3/28/2000;104.31
3/29/2000;107.19
3/30/2000;103.38
3/31/2000;106.25
4/3/2000;90.88
4/4/2000;88.56
4/5/2000;86.38
4/6/2000;86
4/7/2000;89.06
4/10/2000;86.06
4/11/2000;83.88
4/12/2000;79.38
4/13/2000;79.25
4/14/2000;74.13
4/17/2000;75.88
4/18/2000;80.56
4/19/2000;78.69
4/20/2000;78.94
4/21/2000;78.94
4/24/2000;66.63
4/25/2000;69.38
4/26/2000;68
4/27/2000;69.81
4/28/2000;69.75
5/1/2000;73.44
5/2/2000;69.88
5/3/2000;70.56
5/4/2000;70.44
5/5/2000;71.13
5/8/2000;69.81
5/9/2000;67.81
5/10/2000;66.19
5/11/2000;67.88
5/12/2000;68.81
5/15/2000;69.38
5/16/2000;69.5
5/17/2000;67.69
5/18/2000;66.19
5/19/2000;65.06
5/22/2000;64.19
5/23/2000;63.19
5/24/2000;65.56
5/25/2000;61.5
5/26/2000;61.44
5/29/2000;61.44
5/30/2000;63.38
5/31/2000;62.56
6/1/2000;64.56
6/2/2000;66.31
6/5/2000;66.88
6/6/2000;69.63
6/7/2000;70.5
6/8/2000;68.81
6/9/2000;68.81
6/12/2000;66.88
6/13/2000;67.88
6/14/2000;70.5
6/15/2000;72.38
6/16/2000;72.56
6/19/2000;73.69
6/20/2000;74.94
6/21/2000;80.69
6/22/2000;79.88
6/23/2000;77.69
6/26/2000;79.5
6/27/2000;78.81
6/28/2000;78.94
6/29/2000;77.19
6/30/2000;80
7/3/2000;80
7/4/2000;80
7/5/2000;78.5
7/6/2000;80.94
7/7/2000;82
7/10/2000;79.44
7/11/2000;79.13
7/12/2000;80.31
7/13/2000;79.94
7/14/2000;78.94
7/17/2000;78.19
7/18/2000;78.5
7/19/2000;73.13
7/20/2000;74.81
7/21/2000;72.31
7/24/2000;70.56
7/25/2000;69
7/26/2000;67.81
7/27/2000;69.38
7/28/2000;69.69
7/31/2000;69.81
8/1/2000;68.69
8/2/2000;69.38
8/3/2000;70.25
8/4/2000;69.13
8/7/2000;70
8/8/2000;74.13
8/9/2000;74.25
8/10/2000;72.63
8/11/2000;72.44
8/14/2000;72.19
8/15/2000;71.63
8/16/2000;71
8/17/2000;71.56
8/18/2000;71
8/21/2000;70.63
8/22/2000;71.25
8/23/2000;70.75
8/24/2000;71.13
8/25/2000;70.63
8/28/2000;71.31
8/29/2000;70.94
8/30/2000;70
8/31/2000;69.81
9/1/2000;70.19
9/4/2000;70.19
9/5/2000;70.13
9/6/2000;69.44
9/7/2000;70.06
9/8/2000;69.31
9/11/2000;68.81
9/12/2000;68.13
9/13/2000;68.25
9/14/2000;65.81
9/15/2000;64.19
9/18/2000;63
9/19/2000;65
9/20/2000;64.25
9/21/2000;64.19
9/22/2000;63.25
9/25/2000;61.25
9/26/2000;62.69
9/27/2000;60.63
9/28/2000;61.31
9/29/2000;60.31
10/2/2000;59.13
10/3/2000;56.56
10/4/2000;55.44
10/5/2000;55.38
10/6/2000;55.56
10/9/2000;54.19
10/10/2000;54.56
10/11/2000;55.75
10/12/2000;54.38
10/13/2000;53.75
10/16/2000;50.38
10/17/2000;50.44
10/18/2000;51.75
10/19/2000;61.88
10/20/2000;65.19
10/23/2000;62.13
10/24/2000;61.5
10/25/2000;61.25
10/26/2000;64.44
10/27/2000;67.69
10/30/2000;69.06
10/31/2000;68.88
11/1/2000;69.63
11/2/2000;70.31
11/3/2000;68.25
11/6/2000;69.5
11/7/2000;70.5
11/8/2000;69.44
11/9/2000;70.88
11/10/2000;67.38
11/13/2000;66.44
11/14/2000;68.81
11/15/2000;70.06
11/16/2000;68.94
11/17/2000;69.06
11/20/2000;67.19
11/21/2000;67.75
11/22/2000;68.25
11/23/2000;68.25
11/24/2000;69.94
11/27/2000;70.69
11/28/2000;67
11/29/2000;65.06
11/30/2000;57.38
12/1/2000;56.63
12/4/2000;56.44
12/5/2000;59.88
12/6/2000;56.69
12/7/2000;53.13
12/8/2000;54.44
12/11/2000;58.06
12/12/2000;58.38
12/13/2000;57.25
12/14/2000;55.5
12/15/2000;49.19
12/18/2000;47.81
12/19/2000;44.81
12/20/2000;41.5
12/21/2000;43.44
12/22/2000;46.44
12/25/2000;46.44
12/26/2000;46.88
12/27/2000;46.44
12/28/2000;44.56
12/29/2000;43.38
1/1/2001;43.38
1/2/2001;43.38
1/3/2001;47.94
1/4/2001;48.44
1/5/2001;49.13
1/8/2001;48.94
1/9/2001;51.81
1/10/2001;52.88
1/11/2001;55
1/12/2001;53.5
1/15/2001;53.5
1/16/2001;52.56
1/17/2001;52.94
1/18/2001;55.5
1/19/2001;61
1/22/2001;60.13
1/23/2001;60.56
1/24/2001;62.94
1/25/2001;61.81
1/26/2001;64
1/29/2001;64.5
1/30/2001;63.38
1/31/2001;61.06
2/1/2001;62.38
2/2/2001;60.81
2/5/2001;61.94
2/6/2001;62.56
2/7/2001;64.69
2/8/2001;62.25
2/9/2001;59.13
2/12/2001;58.75
2/13/2001;58.19
2/14/2001;58.38
2/15/2001;58.81
2/16/2001;57.31
2/19/2001;57.31
2/20/2001;55.88
2/21/2001;56.25
2/22/2001;55.19
2/23/2001;56.75
2/26/2001;59.56
2/27/2001;59.38
2/28/2001;59
3/1/2001;59.36
3/2/2001;56.69
3/5/2001;57.44
3/6/2001;59.44
3/7/2001;60.69
3/8/2001;59.25
3/9/2001;56.69
3/12/2001;51.94
3/13/2001;54.19
3/14/2001;54
3/15/2001;53.69
3/16/2001;54.56
3/19/2001;54.31
3/20/2001;52.69
3/21/2001;50.06
3/22/2001;54
3/23/2001;56.56
3/26/2001;56.06
3/27/2001;58.25
3/28/2001;55.56
3/29/2001;55.38
3/30/2001;54.69
4/2/2001;55.81
4/3/2001;53.38
4/4/2001;51.94
4/5/2001;56.75
4/6/2001;56.19
4/9/2001;57.15
4/10/2001;59.68
4/11/2001;60.04
4/12/2001;62.18
4/13/2001;62.18
4/16/2001;60.79
4/17/2001;61.48
4/18/2001;65.43
4/19/2001;68.04
4/20/2001;69
4/23/2001;68.25
4/24/2001;67.55
4/25/2001;69.69
4/26/2001;69.13
4/27/2001;67.12
4/30/2001;67.75
5/1/2001;70.17
5/2/2001;69.76
5/3/2001;68.53
5/4/2001;70.75
5/7/2001;71.38
5/8/2001;72.06
5/9/2001;70.4
5/10/2001;70
5/11/2001;69.4
5/14/2001;68.72
5/15/2001;68.27
5/16/2001;69.16
5/17/2001;68.17
5/18/2001;68.09
5/21/2001;68.79
5/22/2001;70.31
5/23/2001;69.7
5/24/2001;71.72
5/25/2001;70.91
5/28/2001;70.91
5/29/2001;70.34
5/30/2001;69.19
5/31/2001;69.18
6/1/2001;70.34
6/4/2001;70.78
6/5/2001;72.6
6/6/2001;72.36
6/7/2001;73.68
6/8/2001;73.19
6/11/2001;72.12
6/12/2001;72.08
6/13/2001;70.69
6/14/2001;68.9
6/15/2001;68.02
6/18/2001;66.88
6/19/2001;67.32
6/20/2001;69.41
6/21/2001;69.84
6/22/2001;68.83
6/25/2001;68.85
6/26/2001;70.14
6/27/2001;71.14
6/28/2001;72.74
6/29/2001;73
7/2/2001;70.6
7/3/2001;70.47
7/4/2001;70.47
7/5/2001;68.51
7/6/2001;66.06
7/9/2001;65.69
7/10/2001;64.48
7/11/2001;66.5
7/12/2001;71.6
7/13/2001;71.34
7/16/2001;71.18
7/17/2001;71.82
7/18/2001;70.57
7/19/2001;72.57
7/20/2001;69.18
7/23/2001;67.09
7/24/2001;66.32
7/25/2001;67.48
7/26/2001;66.59
7/27/2001;65.47
7/30/2001;65.8
7/31/2001;66.19
8/1/2001;66.47
8/2/2001;67.45
8/3/2001;66.89
8/6/2001;66.13
8/7/2001;66.35
8/8/2001;64.86
8/9/2001;65.01
8/10/2001;65.52
8/13/2001;65.83
8/14/2001;64.69
8/15/2001;63.2
8/16/2001;64.62
8/17/2001;61.88
8/20/2001;62.7
8/21/2001;60.78
8/22/2001;60.66
8/23/2001;59.12
8/24/2001;62.05
8/27/2001;62.31
8/28/2001;60.74
8/29/2001;60.25
8/30/2001;56.94
8/31/2001;57.05
9/3/2001;57.05
9/4/2001;56.1
9/5/2001;57.74
9/6/2001;56.02
9/7/2001;55.4
9/10/2001;57.58
9/11/2001;57.58
9/12/2001;57.58
9/13/2001;57.58
9/14/2001;57.58
9/17/2001;52.91
9/18/2001;54.32
9/19/2001;53.87
9/20/2001;50.76
9/21/2001;49.71
9/24/2001;52.01
9/25/2001;51.3
9/26/2001;50.27
9/27/2001;49.96
9/28/2001;51.17
10/1/2001;51.79
10/2/2001;53.05
10/3/2001;56.23
10/4/2001;56.44
10/5/2001;57.72
10/8/2001;58.04
10/9/2001;54.56
10/10/2001;55.51
10/11/2001;56.32
10/12/2001;56.38
10/15/2001;58.06
10/16/2001;58.45
10/17/2001;56.03
10/18/2001;56.75
10/19/2001;57.9
10/22/2001;60.16
10/23/2001;60.43
10/24/2001;61.32
10/25/2001;62.56
10/26/2001;62.2
10/29/2001;59.64
10/30/2001;58.88
10/31/2001;58.15
11/1/2001;61.84
11/2/2001;61.4
11/5/2001;63.27
11/6/2001;64.78
11/7/2001;64.25
11/8/2001;64.42
11/9/2001;65.21
11/12/2001;65.79
11/13/2001;67.9
11/14/2001;65.95
11/15/2001;66.12
11/16/2001;65.75
11/19/2001;66.54
11/20/2001;65.4
11/21/2001;64.05
11/22/2001;64.05
11/23/2001;64.72
11/26/2001;65.14
11/27/2001;63.74
11/28/2001;62.8
11/29/2001;64.84
11/30/2001;64.21
12/3/2001;64.77
12/4/2001;66
12/5/2001;68.1
12/6/2001;68.65
12/7/2001;67.83
12/10/2001;67.06
12/11/2001;67.32
12/12/2001;67.95
12/13/2001;66.27
12/14/2001;67.44
12/17/2001;68.98
12/18/2001;69.27
12/19/2001;69.49
12/20/2001;66.76
12/21/2001;67.54
12/24/2001;67.27
12/25/2001;67.27
12/26/2001;67.68
12/27/2001;67.85
12/28/2001;67.87
12/31/2001;66.25
1/1/2002;66.25
1/2/2002;67.04
1/3/2002;69.23
1/4/2002;68.9
1/7/2002;68.56
1/8/2002;69.38
1/9/2002;68.71
1/10/2002;69.28
1/11/2002;68.61
1/14/2002;68.47
1/15/2002;69.55
1/16/2002;67.87
1/17/2002;69.86
1/18/2002;66.1
1/21/2002;66.1
1/22/2002;64.46
1/23/2002;63.74
1/24/2002;64.6
1/25/2002;63.8
1/28/2002;63.82
1/29/2002;62.32
1/30/2002;62.85
1/31/2002;63.71
2/1/2002;62.66
2/4/2002;61.12
2/5/2002;61.15
2/6/2002;60.4
2/7/2002;59.8
2/8/2002;60.65
2/11/2002;61.13
2/12/2002;60.14
2/13/2002;61.82
2/14/2002;61.68
2/15/2002;60.23
2/18/2002;60.23
2/19/2002;58.93
2/20/2002;59.9
2/21/2002;58.05
2/22/2002;57.99
2/25/2002;59.08
2/26/2002;58.55
2/27/2002;58.39
2/28/2002;58.34
3/1/2002;61.37
3/4/2002;63.3
3/5/2002;63.08
3/6/2002;63.63
3/7/2002;62.72
3/8/2002;63.95
3/11/2002;64.34
3/12/2002;62.54
3/13/2002;62.1
3/14/2002;61.22
3/15/2002;62.49
3/18/2002;62.14
3/19/2002;62.23
3/20/2002;60.1
3/21/2002;61.36
3/22/2002;60.45
3/25/2002;59.23
3/26/2002;59.08
3/27/2002;59.44
3/28/2002;60.31
3/29/2002;60.31
4/1/2002;60.38
4/2/2002;57.3
4/3/2002;56.33
4/4/2002;56.45
4/5/2002;55.87
4/8/2002;57.22
4/9/2002;54.87
4/10/2002;56.3
4/11/2002;54.79
4/12/2002;55.93
4/15/2002;55.69
4/16/2002;57.81
4/17/2002;56.63
4/18/2002;56.37
4/19/2002;57.2
4/22/2002;55.59
4/23/2002;53.99
4/24/2002;53.02
4/25/2002;53.73
4/26/2002;51.5
4/29/2002;52.24
4/30/2002;52.26
5/1/2002;52.75
5/2/2002;51.21
5/3/2002;49.56
5/6/2002;48.62
5/7/2002;49.47
5/8/2002;54.97
5/9/2002;52.12
5/10/2002;50.05
5/13/2002;52.69
5/14/2002;54.88
5/15/2002;54.75
5/16/2002;55.74
5/17/2002;56.03
5/20/2002;54.01
5/21/2002;52.19
5/22/2002;53.69
5/23/2002;54.82
5/24/2002;53.26
5/27/2002;53.26
5/28/2002;52.32
5/29/2002;52.05
5/30/2002;52.64
5/31/2002;50.91
6/3/2002;49.42
6/4/2002;49.98
6/5/2002;51.66
6/6/2002;51.9
6/7/2002;51.98
6/10/2002;52.82
6/11/2002;52.57
6/12/2002;55.54
6/13/2002;54.22
6/14/2002;55.25
6/17/2002;55.68
6/18/2002;55.99
6/19/2002;54.36
6/20/2002;54.1
6/21/2002;52.28
6/24/2002;54.16
6/25/2002;52.95
6/26/2002;54.13
6/27/2002;54.92
6/28/2002;54.7
7/1/2002;52.66
7/2/2002;51.44
7/3/2002;52.47
7/4/2002;52.47
7/5/2002;54.85
7/8/2002;52.92
7/9/2002;53.21
7/10/2002;52.24
7/11/2002;52.91
7/12/2002;51.86
7/15/2002;51.8
7/16/2002;51.25
7/17/2002;52
7/18/2002;51.11
7/19/2002;49.56
7/22/2002;46.31
7/23/2002;43.01
7/24/2002;46.23
7/25/2002;42.83
7/26/2002;45.35
7/29/2002;48.25
7/30/2002;48.1
7/31/2002;47.98
8/1/2002;45.75
8/2/2002;44.41
8/5/2002;43.99
8/6/2002;45.67
8/7/2002;47.09
8/8/2002;48.91
8/9/2002;48.12
8/12/2002;48.47
8/13/2002;47.05
8/14/2002;49.71
8/15/2002;49.77
8/16/2002;50
8/19/2002;52
8/20/2002;51.04
8/21/2002;52.28
8/22/2002;53.23
8/23/2002;52.22
8/26/2002;52.1
8/27/2002;50.84
8/28/2002;49.38
8/29/2002;50.58
8/30/2002;49.08
9/2/2002;49.08
9/3/2002;47.02
9/4/2002;48.21
9/5/2002;45.91
9/6/2002;47.82
9/9/2002;48.7
9/10/2002;49.79
9/11/2002;48.58
9/12/2002;47.15
9/13/2002;47.91
9/16/2002;47.78
9/17/2002;47.29
9/18/2002;47.75
9/19/2002;47.2
9/20/2002;47.46
9/23/2002;45.23
9/24/2002;45.64
9/25/2002;46.51
9/26/2002;46.2
9/27/2002;45.25
9/30/2002;43.74
10/1/2002;46.23
10/2/2002;45.61
10/3/2002;44.71
10/4/2002;43.77
10/7/2002;44.05
10/8/2002;44.99
10/9/2002;43.99
10/10/2002;46.38
10/11/2002;48.87
10/14/2002;49.29
10/15/2002;52.29
10/16/2002;50.41
10/17/2002;50.77
10/18/2002;53.15
10/21/2002;52.51
10/22/2002;51.67
10/23/2002;53.2
